"","alphas","betas","Error"
"120",0.011942017672795,0.0698509948550025,0.0235238131092365
"121",0.0117667380900016,0.0684783671769481,0.0231090639073909
"122",0.0117792823709782,0.0663971659339522,0.022702859083573
"123",0.0113603088880459,0.0660711140108339,0.0223024699126035
"124",0.0111727873666842,0.0648591037734646,0.0219100506480403
"125",0.0109871670839532,0.0636751270983764,0.0215247590868379
"126",0.0107953651287981,0.0625512591472552,0.0211465439324895
"127",0.0108401301959779,0.0605161828151678,0.0207753407198159
"128",0.0105444553053199,0.0598710317926715,0.0204097706027902
"129",0.0102414446315529,0.0592969500886424,0.0200525457229708
"130",0.0102641950152976,0.057443852150417,0.0197001264423215
"131",0.00994579525503772,0.0569919642407978,0.0193550290521897
"132",0.0101081288597563,0.0546608837221445,0.0190186798322339
"133",0.00961997400945315,0.054934822767749,0.0186829437611123
"134",0.00947157103121473,0.053892947815168,0.0183558463880054
"135",0.00933032939740621,0.0528517154263399,0.0180346066031929
"136",0.0091725879377142,0.051906220380795,0.0177193144263304
"137",0.00906723364307896,0.0507779504807203,0.0174093770106072
"138",0.00892343161744869,0.0498325944227684,0.0171052641785126
"139",0.00881781991914584,0.0487618742117609,0.0168066307776689
"140",0.00876250211801931,0.04752066782607,0.0165141352596295
"141",0.00846395221027235,0.0472714536854325,0.0162254525053044
